id,name,rating,position,height,foot,rare,pace,shooting,passing,dribbling,defending,heading,diving,handling,kicking,reflexes,speed,positioning
187847,Ondřej Smetana,59,A,196,Right,1,43.0,0.59,46.0,52.0,56.0,57.0,,,,,,
18785,Thomas Chatelle,69,A,176,Right,0,71.0,0.67,67.0,69.0,52.0,56.0,,,,,,
187850,Adrian Nikci,64,A,182,Right,1,78.0,0.54,57.0,66.0,49.0,50.0,,,,,,
187857,Grzegorz Sandomierski,68,GK,196,Left,0,,,,,,,77.0,64.0,67.0,72.0,55.0,61.0
187858,Paul-José M'Poku,63,M,174,Right,1,75.0,0.58,55.0,73.0,46.0,50.0,,,,,,
187870,Bryan Jordan,59,A,173,Right,1,77.0,0.54,47.0,61.0,54.0,65.0,,,,,,
187878,Lukáš Mareček,66,M,182,Right,0,74.0,0.59,65.0,64.0,65.0,58.0,,,,,,
187891,Alexis Norambuena,63,D,176,Right,0,69.0,0.4,64.0,61.0,61.0,67.0,,,,,,
187900,Yussif Chibsah,64,M,175,Right,1,78.0,0.56,54.0,64.0,68.0,68.0,,,,,,
187924,Clément Grenier,69,M,186,Right,0,74.0,0.65,69.0,73.0,49.0,62.0,,,,,,
187925,Yanis Tafer,69,A,180,Left,1,81.0,0.67,53.0,71.0,45.0,56.0,,,,,,
187926,Gabriel Pimba,67,M,173,Right,0,67.0,0.58,65.0,74.0,51.0,60.0,,,,,,
187935,Foued Kadir,66,M,180,Right,0,70.0,0.63,62.0,68.0,50.0,52.0,,,,,,
187936,Steven N'Zonzi,76,M,190,Right,0,71.0,0.58,70.0,58.0,77.0,72.0,,,,,,
187939,Aatif Chahechouhe,56,M,176,Right,0,60.0,0.43,54.0,62.0,36.0,44.0,,,,,,
187945,Renan Oliveira,71,M,182,Right,1,72.0,0.6900000000000001,66.0,79.0,47.0,63.0,,,,,,
187954,Airton,75,M,182,Right,0,67.0,0.59,70.0,68.0,78.0,79.0,,,,,,
187961,Paulinho,74,M,180,Right,1,82.0,0.6900000000000001,70.0,75.0,72.0,65.0,,,,,,
187988,Frédéric Sammaritano,71,M,162,Right,1,78.0,0.61,67.0,76.0,41.0,36.0,,,,,,
187995,Stéphane Auvray,61,M,174,Right,0,56.0,0.52,55.0,57.0,65.0,66.0,,,,,,
187998,Rafael,67,GK,192,Left,0,,,,,,,74.0,66.0,64.0,72.0,33.0,58.0
1880,Austin McCann,61,D,180,Left,0,59.0,0.41000000000000003,58.0,54.0,66.0,67.0,,,,,,
188001,Zé Eduardo,67,M,183,Right,0,69.0,0.52,67.0,65.0,67.0,56.0,,,,,,
188010,Adriano Pellegrino,61,M,170,Right,0,62.0,0.62,57.0,63.0,57.0,50.0,,,,,,
188013,Júnior Díaz,64,D,185,Left,1,77.0,0.58,63.0,62.0,65.0,65.0,,,,,,
188016,Massimiliano Benassi,69,GK,180,Right,0,,,,,,,72.0,68.0,60.0,72.0,65.0,65.0
188017,Alberto Pomini,65,GK,187,Right,0,,,,,,,63.0,61.0,55.0,70.0,50.0,69.0
188021,Marco Piccioni,62,D,181,Right,0,44.0,0.3,41.0,45.0,65.0,67.0,,,,,,
188025,William Jidayi,62,M,188,Right,1,63.0,0.5700000000000001,59.0,56.0,69.0,75.0,,,,,,
188030,Horacio Erpen,62,A,172,Left,0,73.0,0.46,53.0,64.0,43.0,46.0,,,,,,
188031,Gaetano Masucci,64,A,172,Right,1,80.0,0.61,50.0,64.0,45.0,62.0,,,,,,
188041,Rafael Carioca,74,M,179,Right,1,75.0,0.59,74.0,78.0,67.0,54.0,,,,,,
188042,Matias Suarez,74,A,182,Right,1,84.0,0.7000000000000001,71.0,78.0,46.0,59.0,,,,,,
188061,Gabor Straka,61,M,180,Right,0,56.0,0.42,52.0,54.0,65.0,58.0,,,,,,
188063,Łukasz Hanzel,59,M,181,Right,0,73.0,0.5700000000000001,59.0,68.0,50.0,60.0,,,,,,
188070,Ronald Vargas,75,M,175,Right,0,83.0,0.7000000000000001,71.0,80.0,46.0,58.0,,,,,,
188071,Thomas Oar,68,A,169,Left,1,89.0,0.66,60.0,65.0,39.0,62.0,,,,,,
188072,Marcel Höttecke,65,GK,199,Right,0,,,,,,,64.0,65.0,52.0,69.0,47.0,64.0
188076,Francesco Bolzoni,67,M,180,Right,0,67.0,0.54,71.0,64.0,65.0,64.0,,,,,,
188095,Sam Wood,62,M,173,Left,1,84.0,0.41000000000000003,64.0,61.0,48.0,59.0,,,,,,
188103,Rochina,66,A,181,Left,0,67.0,0.66,59.0,65.0,50.0,60.0,,,,,,
188105,Réver,78,D,192,Right,1,72.0,0.5700000000000001,56.0,58.0,81.0,74.0,,,,,,
188110,Jumar,70,M,177,Right,0,80.0,0.56,64.0,63.0,70.0,62.0,,,,,,
188124,Simao,70,M,178,Right,0,79.0,0.44,62.0,59.0,75.0,74.0,,,,,,
188133,Wellington,67,M,173,Right,0,75.0,0.62,63.0,67.0,59.0,63.0,,,,,,
188145,Abdelhamid El Kaoutari,72,D,185,Left,0,68.0,0.33,61.0,45.0,74.0,71.0,,,,,,
188152,Oscar,77,M,179,Right,0,80.0,0.66,68.0,85.0,43.0,56.0,,,,,,
188153,Marvin Morgan,61,A,196,Left,1,76.0,0.52,47.0,62.0,58.0,66.0,,,,,,
188154,Lewis Holtby,76,M,176,Left,0,78.0,0.7000000000000001,75.0,84.0,49.0,54.0,,,,,,
188155,Daryl Janmaat,67,D,185,Right,0,73.0,0.6,64.0,74.0,69.0,56.0,,,,,,
188157,Lex Immers,69,M,187,Right,0,61.0,0.64,68.0,65.0,69.0,69.0,,,,,,
188161,Guyon Fernandez,67,A,184,Right,1,88.0,0.65,51.0,67.0,58.0,60.0,,,,,,
188164,José Baxter,69,A,179,Right,0,74.0,0.6900000000000001,62.0,72.0,47.0,58.0,,,,,,
188166,Matthew Phillips,69,A,183,Right,1,83.0,0.44,61.0,75.0,45.0,50.0,,,,,,
188168,George Friend,65,D,188,Left,0,73.0,0.5700000000000001,60.0,60.0,69.0,71.0,,,,,,
188177,Douglas,79,D,192,Right,1,63.0,0.46,54.0,49.0,85.0,75.0,,,,,,
188181,Dean Moxey,66,D,188,Left,0,71.0,0.51,60.0,63.0,67.0,60.0,,,,,,
188182,Leon Balogun,64,D,190,Right,0,50.0,0.36,41.0,39.0,69.0,69.0,,,,,,
188186,Kheli Dube,61,A,185,Right,1,80.0,0.58,46.0,65.0,46.0,56.0,,,,,,
188200,Matthew Taylor,63,D,180,Right,0,63.0,0.32,34.0,36.0,64.0,71.0,,,,,,
188205,Rodrigo Possebon,70,M,180,Right,0,66.0,0.6,72.0,69.0,65.0,61.0,,,,,,
188214,Giuseppe Aquaro,65,D,187,Right,0,52.0,0.38,47.0,37.0,69.0,70.0,,,,,,
188232,Abdoul Karim Yoda,66,M,182,Left,0,71.0,0.51,65.0,65.0,57.0,59.0,,,,,,
188234,Felipe,67,D,194,Left,1,61.0,0.38,51.0,54.0,73.0,67.0,,,,,,
188251,Mohamed Chalali,56,A,177,Right,0,65.0,0.55,47.0,59.0,41.0,61.0,,,,,,
188253,James McCarthy,75,M,180,Right,0,70.0,0.66,77.0,77.0,66.0,65.0,,,,,,
188257,Brian Easton,64,D,183,Left,0,66.0,0.19,56.0,33.0,66.0,71.0,,,,,,
188268,Lautaro Acosta,69,A,168,Right,0,77.0,0.6,55.0,70.0,46.0,63.0,,,,,,
188270,Bruno Ecuélé Manga,79,D,186,Right,1,67.0,0.31,62.0,39.0,80.0,80.0,,,,,,
188271,Floyd Ayité,64,A,173,Right,0,74.0,0.58,51.0,68.0,42.0,57.0,,,,,,
188285,Tomas Kosicky,64,GK,197,Right,1,,,,,,,60.0,60.0,55.0,70.0,48.0,65.0
188289,Emmanuel Riviere,75,A,182,Right,0,79.0,0.66,70.0,75.0,52.0,72.0,,,,,,
188310,Alexis Theodosiadis,56,D,179,Left,1,75.0,0.54,56.0,59.0,55.0,62.0,,,,,,
188316,Manuel Seidl,61,M,183,Right,0,64.0,0.55,53.0,54.0,64.0,60.0,,,,,,
188325,Cheick Tidiane Diabaté,73,A,194,Right,1,72.0,0.6900000000000001,51.0,68.0,51.0,74.0,,,,,,
188330,Giannis Papadopoulos,69,M,176,Left,0,76.0,0.66,69.0,64.0,68.0,51.0,,,,,,
188334,Fabrizio Cacciatore,67,D,181,Right,0,72.0,0.49,58.0,61.0,70.0,67.0,,,,,,
188337,Mubarak Wakaso,73,M,165,Left,1,85.0,0.62,70.0,66.0,76.0,70.0,,,,,,
188349,Michael Wiemann,60,D,186,Right,0,58.0,0.46,53.0,51.0,62.0,61.0,,,,,,
188350,Marco Reus,79,M,180,Right,0,83.0,0.79,71.0,84.0,56.0,67.0,,,,,,
188352,Kevin Großkreutz,76,M,186,Right,0,78.0,0.71,72.0,75.0,62.0,57.0,,,,,,
188377,Kyle Walker,76,D,178,Right,1,93.0,0.62,69.0,77.0,75.0,77.0,,,,,,
188381,Maurice Junior Dalé,67,A,187,Left,0,74.0,0.64,54.0,63.0,48.0,68.0,,,,,,
188385,Marvin Martin,80,M,171,Right,1,80.0,0.68,82.0,81.0,60.0,53.0,,,,,,
188386,Edouard Butin,62,A,180,Right,0,68.0,0.58,44.0,60.0,39.0,58.0,,,,,,
188387,Frédéric Duplus,57,D,178,Right,0,57.0,0.36,60.0,52.0,58.0,50.0,,,,,,
188388,Ryad Boudebouz,75,M,177,Left,0,81.0,0.72,71.0,84.0,45.0,46.0,,,,,,
188390,Georgios Galitsios,68,D,183,Right,0,78.0,0.18,67.0,48.0,70.0,68.0,,,,,,
188395,Kafoumba Coulibaly,72,D,179,Right,1,68.0,0.48,72.0,58.0,73.0,67.0,,,,,,
188397,Ronny Rodelin,69,A,192,Right,0,70.0,0.7000000000000001,58.0,63.0,53.0,67.0,,,,,,
188400,Thomas Kaminski,67,GK,189,Right,0,,,,,,,69.0,61.0,65.0,75.0,65.0,64.0
188406,Steven Joseph-Monrose,62,A,180,Right,1,78.0,0.52,61.0,61.0,48.0,65.0,,,,,,
188407,Orhan Mustafi,59,A,190,Right,0,65.0,0.56,45.0,57.0,53.0,64.0,,,,,,
188409,Florian Müller,64,M,180,Right,1,76.0,0.5700000000000001,61.0,65.0,55.0,59.0,,,,,,
188413,Carlos Carmona,74,M,168,Right,1,80.0,0.58,73.0,71.0,67.0,58.0,,,,,,
188416,Stijn Wuytens,65,M,183,Left,0,65.0,0.51,66.0,65.0,58.0,59.0,,,,,,
188417,Álvaro Fernández,69,M,185,Right,0,67.0,0.63,67.0,69.0,59.0,65.0,,,,,,
188425,Jocelyn Roux,59,A,186,Right,0,53.0,0.54,38.0,52.0,46.0,67.0,,,,,,
188427,Senad Lulic,72,M,183,Left,1,77.0,0.65,73.0,74.0,67.0,65.0,,,,,,
188428,Seydou Doumbia,82,A,178,Right,1,94.0,0.77,54.0,85.0,56.0,76.0,,,,,,
188484,Abel Hernández,78,A,185,Left,1,90.0,0.71,52.0,76.0,53.0,69.0,,,,,,
188485,Diego Polenta,66,D,185,Right,0,72.0,0.49,52.0,54.0,70.0,70.0,,,,,,
188486,Manuel Mancini,62,M,180,Right,0,66.0,0.45,63.0,62.0,60.0,49.0,,,,,,
188492,Andrea Pierobon,62,GK,183,Right,0,,,,,,,60.0,64.0,55.0,60.0,48.0,65.0
188499,Manuel Iori,66,M,182,Right,0,62.0,0.56,68.0,62.0,62.0,56.0,,,,,,
188500,Alberto Marchesan,61,D,185,Left,0,67.0,0.54,56.0,54.0,65.0,65.0,,,,,,
188506,Riccardo Meggiorini,73,A,183,Left,0,76.0,0.67,59.0,68.0,58.0,73.0,,,,,,
188541,Pasquale Schiattarella,66,M,178,Left,0,80.0,0.58,60.0,66.0,64.0,62.0,,,,,,
188545,Robert Lewandowski,77,A,184,Right,0,80.0,0.73,57.0,76.0,56.0,79.0,,,,,,
188546,Semir Štilić,75,M,183,Left,0,53.0,0.6900000000000001,80.0,75.0,48.0,62.0,,,,,,
188548,Larrosa,56,GK,181,Right,0,,,,,,,54.0,57.0,59.0,56.0,32.0,58.0
188554,Dani Pacheco,72,A,168,Right,1,76.0,0.71,69.0,83.0,46.0,57.0,,,,,,
188556,Mohamed Diamé,72,M,185,Right,0,73.0,0.48,66.0,72.0,74.0,73.0,,,,,,
188561,Valery Nahayo,68,D,190,Right,0,74.0,0.48,51.0,49.0,72.0,73.0,,,,,,
188565,Clifford Ngobeni,70,M,165,Right,0,71.0,0.59,70.0,71.0,65.0,52.0,,,,,,
188566,Bongani Khumalo,68,D,188,Right,0,75.0,0.22,21.0,30.0,71.0,74.0,,,,,,
188567,Pierre-Emerick Aubameyang,75,A,185,Right,1,89.0,0.7000000000000001,67.0,76.0,57.0,75.0,,,,,,
188572,Gai Assulin,61,A,177,Right,1,79.0,0.54,55.0,62.0,36.0,48.0,,,,,,
188574,Miroslav Štěpánek,60,D,192,Right,0,47.0,0.31,37.0,31.0,63.0,60.0,,,,,,
188575,Clemens Walch,67,M,181,Right,0,70.0,0.6,66.0,70.0,42.0,52.0,,,,,,
188580,Ken Ilsø,70,A,182,Right,0,78.0,0.72,56.0,72.0,51.0,67.0,,,,,,
188585,Reneilwe Letsholonyane,68,M,185,Right,0,67.0,0.51,65.0,62.0,64.0,55.0,,,,,,
188586,Johannes Flum,71,M,190,Right,0,63.0,0.66,70.0,66.0,74.0,66.0,,,,,,
188599,Mirko Antenucci,69,A,180,Right,1,82.0,0.68,58.0,69.0,54.0,67.0,,,,,,
188601,Alexandre Coeff,56,M,185,Right,0,66.0,0.46,54.0,56.0,50.0,50.0,,,,,,
188612,Andrea Catellani,71,A,180,Right,1,74.0,0.7000000000000001,70.0,77.0,48.0,54.0,,,,,,
188613,Kevin Burns,61,M,185,Right,0,56.0,0.53,54.0,60.0,64.0,67.0,,,,,,
188617,Simon Laner,69,M,182,Right,0,70.0,0.59,69.0,67.0,66.0,65.0,,,,,,
188620,Carlos Saleiro,71,A,185,Right,0,65.0,0.68,64.0,70.0,54.0,72.0,,,,,,
188625,Joel Ekstrand,70,D,188,Right,0,65.0,0.38,59.0,52.0,73.0,68.0,,,,,,
188653,Romain Inez,61,D,182,Right,0,60.0,0.3,60.0,32.0,65.0,61.0,,,,,,
188654,Thomas Heurtaux,70,D,183,Right,0,55.0,0.29,58.0,32.0,70.0,67.0,,,,,,
188657,Declan Rudd,62,GK,191,Right,0,,,,,,,65.0,63.0,57.0,59.0,54.0,62.0
188662,Jose,62,D,175,Right,1,72.0,0.28,51.0,49.0,71.0,65.0,,,,,,
188669,Xumetra,67,A,172,Right,1,87.0,0.53,56.0,70.0,56.0,63.0,,,,,,
188679,Peter Murphy,49,D,183,Right,0,70.0,0.22,39.0,36.0,54.0,56.0,,,,,,
188687,Douglão,57,D,193,Right,1,51.0,0.35000000000000003,54.0,39.0,58.0,66.0,,,,,,
188696,Franck Tabanou,77,M,178,Left,0,76.0,0.75,76.0,80.0,67.0,50.0,,,,,,
188706,Alassane Touré,56,D,183,Right,0,66.0,0.22,55.0,43.0,58.0,58.0,,,,,,
188720,Mathieu Manset,64,A,186,Left,1,64.0,0.63,46.0,63.0,52.0,69.0,,,,,,
188753,Jerry Vandam,67,D,186,Right,0,68.0,0.42,60.0,60.0,70.0,63.0,,,,,,
188756,Derick Katuku Tshimanga,69,D,176,Left,1,93.0,0.54,63.0,69.0,68.0,70.0,,,,,,
188762,Igor Lewczuk,61,D,187,Right,0,70.0,0.4,51.0,46.0,68.0,54.0,,,,,,
188763,Delvin Ndinga,75,M,181,Right,0,73.0,0.53,63.0,59.0,78.0,64.0,,,,,,
188768,Serey Die,67,M,179,Right,0,72.0,0.55,67.0,68.0,68.0,72.0,,,,,,
188770,Admir Mehmedi,67,A,183,Right,0,73.0,0.65,45.0,68.0,42.0,53.0,,,,,,
188772,Philippe Koch,64,D,179,Right,0,64.0,0.41000000000000003,61.0,59.0,64.0,66.0,,,,,,
188775,Isaka Cernak,61,M,179,Right,1,81.0,0.51,52.0,68.0,43.0,43.0,,,,,,
188779,Luke DeVere,65,D,186,Right,0,64.0,0.4,42.0,36.0,70.0,64.0,,,,,,
188781,Gary Glen,61,A,178,Right,1,76.0,0.63,46.0,67.0,46.0,47.0,,,,,,
188782,Michael Morrison,66,D,183,Right,0,59.0,0.34,53.0,36.0,68.0,65.0,,,,,,
188788,Chafik Najih,60,M,184,Left,0,70.0,0.5700000000000001,53.0,61.0,44.0,61.0,,,,,,
188791,Alberto Costa,78,M,176,Left,0,67.0,0.81,78.0,79.0,68.0,59.0,,,,,,
188802,Marcel Schmelzer,77,D,181,Left,0,77.0,0.6,73.0,69.0,74.0,71.0,,,,,,
188807,Kevin Conboy,64,D,185,Left,1,72.0,0.41000000000000003,60.0,58.0,70.0,64.0,,,,,,
188808,Sekou Oliseh,74,M,178,Right,1,86.0,0.66,68.0,79.0,48.0,60.0,,,,,,
188825,Ahmed Kashi,62,M,178,Right,0,63.0,0.37,55.0,47.0,64.0,58.0,,,,,,
188829,Nicolas N'Koulou,74,D,180,Right,1,66.0,0.38,64.0,58.0,75.0,77.0,,,,,,
188836,Jason Steele,66,GK,188,Right,0,,,,,,,68.0,64.0,63.0,69.0,55.0,64.0
188838,Fábio Faria,68,D,190,Left,0,55.0,0.48,62.0,54.0,73.0,64.0,,,,,,
188840,Miguel Lopes,74,D,182,Right,0,78.0,0.44,68.0,71.0,71.0,68.0,,,,,,
188852,Luka Vučko,63,D,197,Right,1,70.0,0.26,51.0,36.0,71.0,69.0,,,,,,
188856,Christian Klem,64,M,172,Left,1,83.0,0.56,60.0,65.0,48.0,53.0,,,,,,
18886,Michael Dingsdag,68,D,189,Left,0,59.0,0.59,59.0,52.0,70.0,72.0,,,,,,
188860,Walter,74,A,178,Right,1,61.0,0.75,59.0,73.0,60.0,60.0,,,,,,
18887,Gregg Berhalter,69,D,186,Left,0,32.0,0.46,48.0,40.0,74.0,72.0,,,,,,
188871,Libor Kozák,75,A,192,Right,0,65.0,0.66,36.0,66.0,55.0,82.0,,,,,,
188872,Alexander Bittroff,64,D,186,Right,1,81.0,0.44,56.0,62.0,66.0,58.0,,,,,,
188876,Mirko Valdifiori,61,M,180,Right,0,72.0,0.5700000000000001,61.0,59.0,57.0,64.0,,,,,,
188877,Masoud Shojaei,74,M,184,Right,1,67.0,0.73,73.0,88.0,47.0,53.0,,,,,,
188881,Geoffrey Lembet,56,GK,185,Right,0,,,,,,,56.0,57.0,60.0,61.0,39.0,52.0
188893,Omar Kossoko,62,A,186,Left,1,77.0,0.59,44.0,68.0,40.0,58.0,,,,,,
188899,Douglas,70,A,186,Right,0,65.0,0.66,55.0,64.0,58.0,66.0,,,,,,
1889,Craig Easton,60,M,178,Right,0,61.0,0.46,64.0,60.0,64.0,61.0,,,,,,
188916,Hólmar Örn Eyjólfsson,62,D,190,Right,0,53.0,0.43,55.0,47.0,64.0,65.0,,,,,,
188920,Wojciech Kaczmarek,64,GK,202,Right,1,,,,,,,70.0,54.0,61.0,78.0,42.0,58.0
188924,Tadeusz Socha,64,D,183,Right,1,79.0,0.44,53.0,56.0,59.0,58.0,,,,,,
188926,Łukasz Tymiński,54,M,174,Right,0,60.0,0.5,50.0,59.0,48.0,43.0,,,,,,
188930,Laure,70,D,166,Right,1,81.0,0.49,61.0,64.0,67.0,65.0,,,,,,
188931,Alex Bergantiños,66,M,176,Right,0,63.0,0.44,57.0,55.0,70.0,58.0,,,,,,
188935,Oussama Assaidi,76,A,178,Right,1,87.0,0.67,66.0,84.0,46.0,51.0,,,,,,
188938,Cristian Darío Álvarez,72,GK,186,Right,1,,,,,,,77.0,70.0,71.0,78.0,45.0,69.0
188943,Kevin Trapp,75,GK,189,Right,0,,,,,,,76.0,73.0,73.0,78.0,56.0,71.0
188949,Luca Siligardi,67,M,180,Left,0,70.0,0.52,61.0,72.0,52.0,46.0,,,,,,
188969,Emilio Sanchez,65,M,176,Right,0,67.0,0.6,71.0,72.0,51.0,51.0,,,,,,
188973,Ben Swallow,57,A,168,Left,0,74.0,0.43,47.0,67.0,42.0,47.0,,,,,,
188975,Marco Pappa,68,M,175,Left,0,79.0,0.6900000000000001,61.0,71.0,51.0,49.0,,,,,,
188982,Pierrick Rakotoharisoa,57,M,174,Right,0,68.0,0.45,59.0,61.0,31.0,40.0,,,,,,
188996,Atdhe Nuhiu,65,A,196,Right,1,48.0,0.61,42.0,59.0,57.0,69.0,,,,,,
188997,Haris Bukva,65,M,185,Right,0,71.0,0.61,64.0,70.0,46.0,60.0,,,,,,
189013,Michał Buchalik,56,GK,190,Right,0,,,,,,,57.0,52.0,56.0,56.0,28.0,55.0
189018,Michel Macedo,70,D,182,Right,1,81.0,0.38,62.0,67.0,69.0,71.0,,,,,,
189034,Ivan Fatić,67,D,188,Left,0,63.0,0.48,62.0,55.0,72.0,65.0,,,,,,
189038,Shervin Radjabali-Fardi,64,M,178,Left,1,79.0,0.56,61.0,65.0,59.0,60.0,,,,,,
189039,Lennart Hartmann,58,M,173,Right,0,70.0,0.5700000000000001,59.0,64.0,59.0,62.0,,,,,,
189040,Rodnei,75,D,190,Left,0,66.0,0.54,55.0,53.0,78.0,76.0,,,,,,
189043,Daniel Brosinski,64,M,178,Right,1,80.0,0.62,62.0,66.0,53.0,60.0,,,,,,
189053,Francesco Caputo,69,A,180,Right,0,76.0,0.62,30.0,66.0,46.0,69.0,,,,,,
189059,Jake Livermore,64,M,180,Right,1,70.0,0.63,68.0,67.0,63.0,70.0,,,,,,
189061,Sascha Burchert,63,GK,188,Right,1,,,,,,,57.0,67.0,63.0,61.0,48.0,69.0
189065,Francesco Renzetti,66,D,174,Left,0,79.0,0.53,64.0,61.0,66.0,61.0,,,,,,
189066,Francesco Luoni,61,D,180,Right,0,65.0,0.45,55.0,57.0,63.0,64.0,,,,,,
189067,Miguel Angel Britos,77,D,188,Left,0,65.0,0.46,62.0,50.0,78.0,79.0,,,,,,
189068,Bas Dost,70,A,192,Right,0,60.0,0.64,52.0,57.0,61.0,65.0,,,,,,
189077,Sercan Sararer,65,A,180,Right,0,80.0,0.64,56.0,67.0,56.0,55.0,,,,,,
189084,Eloy Room,65,GK,188,Right,0,,,,,,,63.0,70.0,62.0,64.0,60.0,65.0
189106,Pau Cendrós,72,D,176,Right,0,74.0,0.33,67.0,62.0,75.0,67.0,,,,,,
189109,Alex Cisak,58,GK,193,Right,0,,,,,,,66.0,53.0,51.0,64.0,57.0,57.0
189110,Paul Hanlon,62,D,180,Left,0,69.0,0.27,56.0,49.0,65.0,68.0,,,,,,
189115,Mickaël Facchinetti,50,D,183,Left,0,64.0,0.4,45.0,52.0,53.0,54.0,,,,,,
189117,Roman Bürki,58,GK,187,Right,0,,,,,,,61.0,55.0,54.0,61.0,53.0,55.0
189118,Thiago Cionek,68,D,184,Right,0,75.0,0.3,49.0,41.0,71.0,62.0,,,,,,
189121,López Silva,64,A,170,Right,1,81.0,0.54,57.0,71.0,43.0,55.0,,,,,,
189133,Dorege Kouemaha,71,A,190,Right,0,71.0,0.6900000000000001,54.0,68.0,62.0,74.0,,,,,,
189135,Néstor Calderón,69,M,173,Left,1,84.0,0.64,64.0,72.0,42.0,55.0,,,,,,
189142,Paul Black,59,D,183,Left,1,75.0,0.33,50.0,51.0,64.0,56.0,,,,,,
189148,Jamie Murphy,71,A,175,Right,1,82.0,0.68,65.0,74.0,52.0,70.0,,,,,,
189155,Samuel Souprayen,63,D,187,Left,0,71.0,0.26,56.0,59.0,64.0,62.0,,,,,,
189156,Daniel Carriço,77,D,182,Right,0,71.0,0.55,66.0,63.0,75.0,80.0,,,,,,
189157,Yannick Bolasie,66,M,185,Left,0,77.0,0.56,64.0,64.0,53.0,66.0,,,,,,
18916,Ante Jazic,61,D,178,Left,0,64.0,0.44,57.0,57.0,62.0,59.0,,,,,,
189160,Garath McCleary,65,A,188,Right,0,75.0,0.6,51.0,68.0,54.0,68.0,,,,,,
189163,Alex MacDonald,53,A,170,Right,0,68.0,0.49,37.0,45.0,49.0,60.0,,,,,,
189165,Jonjo Shelvey,69,M,183,Right,0,69.0,0.62,74.0,71.0,60.0,61.0,,,,,,
189167,Aron Gunnarsson,66,M,177,Right,0,73.0,0.59,64.0,66.0,64.0,57.0,,,,,,
189169,Jonathas,70,A,190,Right,1,72.0,0.67,45.0,59.0,58.0,81.0,,,,,,
189171,Adam Chicksen,57,D,173,Left,0,66.0,0.28,59.0,53.0,57.0,63.0,,,,,,
189175,Frédéric Bulot,72,M,179,Left,0,77.0,0.66,68.0,75.0,51.0,54.0,,,,,,
189177,John Fleck,67,M,169,Left,0,74.0,0.5700000000000001,63.0,72.0,56.0,59.0,,,,,,
189181,Darko Bodul,65,A,183,Right,0,73.0,0.63,38.0,66.0,50.0,63.0,,,,,,
189184,Marc McAusland,58,D,191,Right,0,59.0,0.19,43.0,49.0,60.0,55.0,,,,,,
189186,Andrew Shinnie,52,M,180,Right,0,61.0,0.43,52.0,59.0,48.0,66.0,,,,,,
189196,Caiuby,67,M,183,Right,1,82.0,0.65,57.0,68.0,54.0,71.0,,,,,,
189208,Cillian Sheridan,62,A,195,Right,1,72.0,0.58,46.0,61.0,47.0,60.0,,,,,,
189211,Saúl,63,A,178,Left,1,75.0,0.58,50.0,68.0,51.0,67.0,,,,,,
189218,Ryan Jack,62,M,182,Right,0,72.0,0.56,63.0,64.0,61.0,69.0,,,,,,
189221,João Aurélio,68,M,185,Right,0,73.0,0.64,64.0,69.0,67.0,68.0,,,,,,
189225,Bruno Fornaroli,65,A,174,Right,0,75.0,0.63,54.0,68.0,46.0,57.0,,,,,,
18923,Garry Hay,62,D,173,Left,0,51.0,0.18,60.0,46.0,65.0,74.0,,,,,,
189234,Marcel Risse,72,M,183,Right,1,82.0,0.63,69.0,75.0,53.0,66.0,,,,,,
189235,Jens Hegeler,73,M,193,Right,1,66.0,0.5,75.0,71.0,71.0,68.0,,,,,,
189241,Gum,72,D,189,Right,1,53.0,0.51,51.0,55.0,73.0,81.0,,,,,,
189242,Philippe Coutinho,74,M,171,Right,1,80.0,0.63,72.0,82.0,41.0,46.0,,,,,,
189246,Stefan Reinartz,76,D,189,Right,0,59.0,0.55,70.0,46.0,79.0,71.0,,,,,,
189248,Mohamed Amsif,61,GK,187,Right,1,,,,,,,64.0,56.0,51.0,73.0,47.0,54.0
189250,Salomón Rondón,77,A,186,Right,0,73.0,0.73,48.0,70.0,60.0,75.0,,,,,,
189251,Sebastian Rudy,74,M,179,Right,1,70.0,0.6900000000000001,75.0,76.0,70.0,64.0,,,,,,
189259,Jean-Eudes Maurice,66,A,180,Right,0,77.0,0.68,57.0,68.0,49.0,66.0,,,,,,
189263,Tunay Torun,68,A,181,Right,0,74.0,0.62,61.0,73.0,44.0,64.0,,,,,,
189268,Jonas Strifler,62,D,174,Right,1,77.0,0.49,60.0,62.0,62.0,51.0,,,,,,
189272,Alexander Esswein,70,A,183,Right,1,82.0,0.68,63.0,73.0,50.0,72.0,,,,,,
189278,Luke Murphy,55,M,188,Right,0,70.0,0.37,53.0,51.0,49.0,54.0,,,,,,
189280,Ashley Westwood,60,M,178,Right,0,67.0,0.46,62.0,49.0,61.0,57.0,,,,,,
189284,Marc Gallego,60,M,177,Right,0,72.0,0.61,57.0,62.0,53.0,58.0,,,,,,
189287,Alessandro Vinci,62,D,183,Right,0,62.0,0.48,54.0,53.0,66.0,66.0,,,,,,
189288,Gabriele Angella,66,D,190,Right,0,64.0,0.46,45.0,44.0,70.0,70.0,,,,,,
189308,Dale Bennett,60,D,180,Right,0,72.0,0.19,31.0,24.0,66.0,69.0,,,,,,
189311,Tom Hateley,68,M,180,Right,0,68.0,0.59,66.0,68.0,68.0,67.0,,,,,,
189312,Julian Kelly,57,D,175,Right,1,80.0,0.38,52.0,61.0,58.0,59.0,,,,,,
